timestamp,GOOGL_price,AAPL_price,TSLA_price,MSFT_price,AMZN_price
2026-03-22 20:09:55,300.97,248.19,367.97,381.87,205.36
2026-03-22 22:43:02,248.19,300.97,367.97,381.87
2026-03-22 22:43:06,248.19,300.97,367.97,381.87
